,,,,,HACKING PRICE LIST,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Service_ID,OLD ID,Service_Status,Service_Category,Sub_Category,Property_Type,Property_Status,Property_Room,Area,Name,Includes,Quantity,Unit,Price,Wastage,Competitor Price (1.4X),Description of work,Addon_ID,
,010116,new,Hacking,,Landed,"new , resale",All,Foyer / Living / Dining ,Supply Labour To Hack Vinyl Flooring At Living Area (Landed),,1,Package,1000,,600,To hack all wall tiles at balcony area. Includes the haulage of tiles & clearing of debris for this area only. ,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,010104,New,Hacking,,All,All,All,Toilet,Supply Labour To Remove Toilet Accessories,,1,Package,100,,200,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,ADD-ONS,,,,,,,,,
,,,,,,,,,Washing & Protection Paper Package (One Level),,1, package,480,,480,"Protection paper is used to cover any existing items in your home while renovations are ongoing, and washing before handover is done. ",,
,,,,,,,,,Haulage + Clearing of Debris at Kitchen Only,,1,package,1100,,1100,"Haulage labour helps transport heavy materials required in a renovation, such as tiles, cement packs, etc. ",,
,,,,,,,,,Haulage + Clearing of Debris at Toilet Only,,1,package,900,,900,"Haulage labour helps transport heavy materials required in a renovation, such as tiles, cement packs, etc. ",,
,,,,,,,,,Haulage + Clearing of Debris Bedroom Only,,1,package,1050,,1050,"Haulage labour helps transport heavy materials required in a renovation, such as tiles, cement packs, etc. ",,
,,,,,,,,,Haulage + Clearing of Debris Living Only,,1,package,1200,,1200,"Haulage labour helps transport heavy materials required in a renovation, such as tiles, cement packs, etc. ",,
,,,,,,,,,Supply Labour To Hack Cornices For Entire Unit (HDB 3 Room),,1,package,250,,250,Cornices are ornamental mouldings typically installed at the top walls of a room just below the ceiling for decorative purposes.,,
,,,,,,,,,Supply Labour To Hack Cornices For Entire Unit (HDB 4 Room),,1,package,300,,300,Cornices are ornamental mouldings typically installed at the top walls of a room just below the ceiling for decorative purposes.,,
,,,,,,,,,Supply Labour To Hack Cornices For Entire Unit (HDB 5 Room),,1,package,350,,350,Cornices are ornamental mouldings typically installed at the top walls of a room just below the ceiling for decorative purposes.,,
,,,,,,,,,Supply Labour To Hack Cornices For Entire Unit (EA/EM),,1,package,450,,450,Cornices are ornamental mouldings typically installed at the top walls of a room just below the ceiling for decorative purposes.,,
,,,,,,,,,Supply Labour To Hack Cornices For Entire Unit (EA/EM),,1,package,600,,600,Cornices are ornamental mouldings typically installed at the top walls of a room just below the ceiling for decorative purposes.,,
,,,,,,,,,Supply Labour To Dismantle False Ceiling In Living Room & Bedroom,,1,package,500,,500,A false ceiling is a ceiling installed directly beneath the main ceiling of the room. Its advantage is that it allows for multiple lighting points while concealing all the unsightly wires & casings. ,,
,,,,,,,,,Supply Labour To Remove Bathtub,,1,package,80,,80,"A bathtub can either be installed as a built-in or standalone, depending on the look you are going for. ",,
,,,,,,,,,Remove Concrete Support At Kitchen,,1,package,250,,250,Concrete support is used for heavier items such as sink and gas hob.,,
,,,,,,,,,Remove Concrete Support At Toilet,,1,package,250,,250,Concrete support is used for heavier items such as basin.,,
,,,,,,,,,Supply Labour To Hack Skirting For Entire Unit,,1,package,400,,400,Skirting is used to prevent water from seeping in the edges of the floor.,,
,,,,,,,,,Supply Labour To Remove Kitchen Cabinet,,1,package,300,,450,,,
,,,,,,,,,Supply Labour To Remove Toilet Accessories,,1,package,100,,200,,,
,,,,,,,,,Supply Labour To Dismantle 1x Wardrobe,,1,package,250,,250,,,
,,,,,,,,,Supply Labour To Dismantle Wardrobe Doors,,1,package,150,,150,,,
,,,,,,,,,Supply Labour To Remove Whole House Wallpaper (Quote To Be Further Determined),,1,package,600,,150,,,
,,,,,,,,,Supply Labour To Dismantle 2x Service Yard Windows & Door (BTO),,1,package,250,,250,,,
